"","UniqueID","Longitude","Latitude","Year"
"252","AD1_2006__Diekoetter 1  82",8.92452703693,50.7761904244,"2001"
"253","AD1_2006__Diekoetter 1  83",8.91744619716,50.7716910336,"2001"
"254","AD1_2006__Diekoetter 1  84",8.92453421132,50.7716957977,"2001"
"255","AD1_2006__Diekoetter 1  85",8.9457931277,50.7762021345,"2001"
"256","AD1_2006__Diekoetter 1  86",8.95288182748,50.7762051763,"2001"
"257","AD1_2006__Diekoetter 1  87",8.94579826408,50.7717075059,"2001"
"258","AD1_2006__Diekoetter 1  88",8.95288628452,50.7717105472,"2001"
"259","AD1_2006__Diekoetter 1  89",8.84658083775,50.767125084,"2001"
"260","AD1_2006__Diekoetter 1  90",8.8536681449,50.7671341539,"2001"
"261","AD1_2006__Diekoetter 1  91",8.8465954773,50.7626304624,"2001"
"262","AD1_2006__Diekoetter 1  92",8.85368210547,50.7626395309,"2001"
"263","AD1_2006__Diekoetter 1  93",8.87493008705,50.7671587799,"2001"
"264","AD1_2006__Diekoetter 1  94",8.88201740742,50.7671661272,"2001"
"265","AD1_2006__Diekoetter 1  95",8.87494201067,50.7626641529,"2001"
"266","AD1_2006__Diekoetter 1  96",8.88202865206,50.7626714991,"2001"
"267","AD1_2006__Diekoetter 1  97",8.90327938507,50.7671855853,"2001"
"268","AD1_2006__Diekoetter 1  98",8.91036671588,50.76719121,"2001"
"269","AD1_2006__Diekoetter 1  99",8.90328859275,50.7626909541,"2001"
"270","AD1_2006__Diekoetter 1  100",8.91037524458,50.762696578,"2001"
"271","AD1_2006__Diekoetter 1  101",8.9316287207,50.7672055003,"2001"
"272","AD1_2006__Diekoetter 1  102",8.93871605918,50.7672094024,"2001"
"273","AD1_2006__Diekoetter 1  103",8.93163521243,50.762710866,"2001"
"274","AD1_2006__Diekoetter 1  104",8.93872187193,50.7627147675,"2001"
"275","AD1_2006__Diekoetter 1  105",8.8607820154,50.7581535409,"2001"
"276","AD1_2006__Diekoetter 1  106",8.86786797171,50.758161747,"2001"
"277","AD1_2006__Diekoetter 1  107",8.8607952902,50.7536589096,"2001"
"278","AD1_2006__Diekoetter 1  108",8.86788056788,50.7536671143,"2001"
"279","AD1_2006__Diekoetter 1  109",8.88912585928,50.758183782,"2001"
"280","AD1_2006__Diekoetter 1  110",8.89621182742,50.758190266,"2001"
"281","AD1_2006__Diekoetter 1  111",8.88913641954,50.7536891459,"2001"
"282","AD1_2006__Diekoetter 1  112",8.89622170905,50.7536956288,"2001"
"283","AD1_2006__Diekoetter 1  113",8.9174697463,50.7582071348,"2001"
"284","AD1_2006__Diekoetter 1  114",8.92455572349,50.7582118968,"2001"
"285","AD1_2006__Diekoetter 1  115",8.917477592,50.753712495,"2001"
"286","AD1_2006__Diekoetter 1  116",8.92456289056,50.7537172561,"2001"
"287","AD1_2006__Diekoetter 1  117",8.94581366535,50.7582235994,"2001"
